unit_id,unit_name,type,tonnage,Age of War / Star League,Early Succession War,Late Succession War - LosTech,Late Succession War - Renaissance,Clan Invasion,Civil War,Jihad,Early Republic,Dark Age,ilClan
25,Alacorn Heavy Tank Mk. VI,Combat Vehicle,95,Inner Sphere General; Mercenary; Periphery General; Star League General,ComStar; HW Clan General; Inner Sphere General; Mercenary; Periphery General; Star League in Exile,ComStar,ComStar,Capellan Confederation; ComStar; Draconis Combine; Federated Commonwealth; Federated Suns; HW Clan General; IS Clan General; Kell Hounds; Lyran Alliance; Lyran Commonwealth; Mercenary; Wolf's Dragoons; Word of Blake,Capellan Confederation; ComStar; Draconis Combine; Federated Commonwealth; Federated Suns; HW Clan General; IS Clan General; Lyran Alliance; Mercenary; Wolf's Dragoons; Word of Blake,Capellan Confederation; ComStar; Draconis Combine; Federated Suns; HW Clan General; IS Clan General; Kell Hounds; Lyran Alliance; Mercenary; Wolf's Dragoons; Word of Blake,Clan Diamond Shark; Clan Wolf; Clan Wolf (in Exile); Draconis Combine; Escorpión Imperio; Federated Suns; Lyran Commonwealth; Republic of the Sphere,Clan Sea Fox; Clan Wolf (in Exile); Escorpión Imperio; Lyran Commonwealth; Marian Hegemony; Republic of the Sphere; Scorpion Empire,Clan Protectorate; Clan Sea Fox; Lyran Commonwealth; Marian Hegemony; Scorpion Empire; Tamar Pact; Vesper Marches
26,Alacorn Heavy Tank Mk. VII,Combat Vehicle,95,,,,,,ComStar; Federated Commonwealth; Federated Suns; Lyran Alliance; Word of Blake,ComStar; Federated Suns; Lyran Alliance; Word of Blake,Lyran Commonwealth,Lyran Commonwealth,Lyran Commonwealth; Tamar Pact; Vesper Marches
27,Albatross ALB-3U,BattleMech,95,,,,,Free Worlds League; Mercenary; Word of Blake,Free Worlds League; Mercenary; Word of Blake,Free Worlds League; Mercenary; Word of Blake,Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality); Mercenary,Free Worlds League; Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality),Free Worlds League; Free Worlds League (Duchy of Andurien)
28,Albatross ALB-3Ur,BattleMech,95,,,,,,,Free Worlds League; Word of Blake,Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality); Mercenary; Republic of the Sphere,Clan Wolf; Free Worlds League; Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality); Magistracy of Canopus; Republic of the Sphere; Taurian Concordat,Free Worlds League; Magistracy of Canopus; Taurian Concordat; Wolf Empire
29,Albatross ALB-4U,BattleMech,95,,,,,,Free Worlds League; Word of Blake,Free Worlds League; Word of Blake,Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Oriente Protectorate),Free Worlds League; Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Oriente Protectorate),Free Worlds League
9510,Albatross ALB-4Ur,BattleMech,95,,,,,,,,Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Oriente Protectorate),Free Worlds League; Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Oriente Protectorate),Free Worlds League
9511,Albatross ALB-5U,BattleMech,95,,,,,,,,Free Worlds League (Marik-Stewart Commonwealth),Free Worlds League; Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality),Free Worlds League; Free Worlds League (Duchy of Andurien)
9509,Albatross ALB-5W,BattleMech,95,,,,,,,Word of Blake,Extinct,Extinct,
30,Albatross ALB-5W (Dantalion),BattleMech,95,,,,,,,Unique; Word of Blake,Extinct,Extinct,
9507,Albatross ALB-6U,BattleMech,95,,,,,,,,,Free Worlds League; Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Oriente Protectorate),Free Worlds League
9508,"Albatross C ""Sooty Albatross"" ",BattleMech,95,,,,,,,,,Clan Wolf,Free Worlds League; Wolf Empire
3694,Alfar AL-A1,BattleMech,55,Lyran Commonwealth,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Lyran Commonwealth,Lyran Commonwealth
3693,"Alfar AL-D1 ""Dökkálfar""",BattleMech,55,Lyran Commonwealth,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,
3695,Alliance Station  ,Advanced Aerospace,0,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
8441,Alpha Wolf A,BattleMech,90,,,,,,,,,Clan Wolf,Star League (Clan Wolf); Wolf Empire
8442,Alpha Wolf B,BattleMech,90,,,,,,,,,Clan Wolf,Star League (Clan Wolf); Wolf Empire
8443,Alpha Wolf C,BattleMech,90,,,,,,,,,Clan Wolf,Star League (Clan Wolf); Wolf Empire
8440,Alpha Wolf Prime,BattleMech,90,,,,,,,,,Clan Wolf,Star League (Clan Wolf); Wolf Empire
8239,Amarok  ,BattleMech,100,,,,,,,,,Clan Sea Fox; Clan Wolf,Clan Protectorate; Clan Sea Fox; Star League (Clan Wolf); Wolf Empire
8240,Amarok 2,BattleMech,100,,,,,,,,,Clan Sea Fox; Clan Wolf,Clan Protectorate; Clan Sea Fox; Star League (Clan Wolf); Wolf Empire
8241,Amarok 3,BattleMech,100,,,,,,,,,Clan Wolf,Star League (Clan Wolf); Wolf Empire
6428,Amazon Battle Armor [MRR] (Sqd4),Infantry,1,,,,,,,,,Capellan Confederation; Free Worlds League (Duchy of Andurien); Fronc Reaches; Magistracy of Canopus,Capellan Confederation; Free Worlds League (Duchy of Andurien); Fronc Reaches; Magistracy of Canopus
8743,Amazon Battle Armor [MRR] (Sqd5),Infantry,1,,,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use
9106,Amazon Battle Armor [MRR] (Sqd6),Infantry,1,,,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use
6429,Amazon Battle Armor [PPC] (Sqd4),Infantry,1,,,,,,,,,Capellan Confederation; Free Worlds League (Duchy of Andurien); Fronc Reaches; Magistracy of Canopus,Capellan Confederation; Free Worlds League (Duchy of Andurien); Fronc Reaches; Magistracy of Canopus
8744,Amazon Battle Armor [PPC] (Sqd5),Infantry,1,,,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use
9107,Amazon Battle Armor [PPC] (Sqd6),Infantry,1,,,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use
3696,Ammon  ,Aerospace,65,,,,,,Clan Coyote; Clan Diamond Shark; Clan Ghost Bear; Clan Goliath Scorpion; Clan Ice Hellion; Clan Star Adder,Clan Burrock; Clan Coyote; Clan Diamond Shark; Clan Ghost Bear; Clan Goliath Scorpion; Clan Hell's Horses; Clan Ice Hellion; Clan Nova Cat; Clan Star Adder; Clan Stone Lion; Clan Wolf; Escorpión Imperio; Society,Clan Diamond Shark; Clan Hell's Horses; Clan Nova Cat; Clan Wolf; Escorpión Imperio; Rasalhague Dominion; Republic of the Sphere,Capellan Confederation; Clan Hell's Horses; Clan Nova Cat; Clan Sea Fox; Clan Wolf; Escorpión Imperio; Rasalhague Dominion; Republic of the Sphere; Scorpion Empire,Capellan Confederation; Clan Hell's Horses; Clan Protectorate; Clan Sea Fox; Rasalhague Dominion; Scorpion Empire; Star League (Clan Wolf); Wolf Empire
5753,Ammon 2,Aerospace,65,,,,,,,Clan Ghost Bear,Rasalhague Dominion,Rasalhague Dominion,Rasalhague Dominion
3697,Ammon XR,Aerospace,65,,,,,,,Clan Diamond Shark,Clan Diamond Shark,Extinct,
3698,Anastaska Maro Freighter  ,Advanced Support,30000,Capellan Confederation; Draconis Combine; Federated Suns; Free Worlds League; Lyran Commonwealth; Terran Hegemony,ComStar,ComStar,ComStar,,,,,,
6245,Anat APC  ,Combat Vehicle,25,,,,,,,,Clan Hell's Horses; Clan Wolf (in Exile); Lyran Commonwealth; Mercenary; Republic of the Sphere,Capellan Confederation; Clan Hell's Horses; Clan Wolf (in Exile); Lyran Commonwealth; Republic of the Sphere,Capellan Confederation; Clan Hell's Horses; Star League (Clan Jade Falcon); Star League (Clan Smoke Jaguar); Star League (Clan Wolf)
3699,Andryusha-class Bombardment Frigate  ,Advanced Support,0,,,,,,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation
31,Angerona Scout Suit (Recon) (Sqd4),Infantry,1,,,,,,,,Republic of the Sphere,Republic of the Sphere,Federated Suns; Free Worlds League
8479,Angerona Scout Suit (Recon) (Sqd5),Infantry,1,,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,Star League (Clan Smoke Jaguar)
8844,Angerona Scout Suit (Recon) (Sqd6),Infantry,1,,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
32,Angerona Scout Suit (Sqd4),Infantry,1,,,,,,,,Republic of the Sphere,Republic of the Sphere,Federated Suns; Free Worlds League
8480,Angerona Scout Suit (Sqd5),Infantry,1,,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,Star League (Clan Smoke Jaguar)
8845,Angerona Scout Suit (Sqd6),Infantry,1,,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
33,Anhur (P-Stealth),Combat Vehicle,30,,,,,,,Pirates; Unique,Pirates; Unique,Extinct,
35,Anhur Transport  ,Combat Vehicle,30,,HW Clan General,HW Clan General,HW Clan General,HW Clan General; IS Clan General,HW Clan General; IS Clan General,Escorpión Imperio; HW Clan General; IS Clan General; Society,Clan Diamond Shark; Clan Hell's Horses; Clan Jade Falcon; Clan Wolf (in Exile); Escorpión Imperio; Rasalhague Dominion; Raven Alliance,Clan Hell's Horses; Clan Jade Falcon; Clan Sea Fox; Clan Wolf (in Exile); Escorpión Imperio; Rasalhague Dominion; Raven Alliance; Scorpion Empire,Alyina Mercantile League; Clan Hell's Horses; Clan Jade Falcon; Clan Protectorate; Clan Sea Fox; Rasalhague Dominion; Raven Alliance; Scorpion Empire; Star League (Clan Jade Falcon); Star League (Clan Wolf)
34,Anhur Transport (BA),Combat Vehicle,30,,,,,,,Clan Hell's Horses,Clan Hell's Horses; Clan Wolf (in Exile); Rasalhague Dominion,Clan Hell's Horses; Clan Wolf (in Exile); Rasalhague Dominion,Clan Hell's Horses; Rasalhague Dominion; Star League (Clan Jade Falcon); Star League (Clan Smoke Jaguar); Star League (Clan Wolf)
3700,Annihilator ANH-1A,BattleMech,100,,,Wolf's Dragoons,Wolf's Dragoons,HW Clan General; IS Clan General; Kell Hounds; Mercenary; Wolf's Dragoons,HW Clan General; IS Clan General; Kell Hounds; Mercenary; Wolf's Dragoons,HW Clan General; IS Clan General; Kell Hounds; Mercenary; Society; Wolf's Dragoons,Extinct,Extinct,
36,Annihilator ANH-1E,BattleMech,100,,,,Wolf's Dragoons,Wolf's Dragoons,Extinct,Extinct,Extinct,Extinct,
37,Annihilator ANH-1G,BattleMech,100,,Clan Coyote; Clan Ghost Bear; Clan Star Adder,Clan Coyote; Clan Ghost Bear; Clan Star Adder,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,
38,Annihilator ANH-1X,BattleMech,100,Star League Royal,Clan Burrock; Clan Coyote; Clan Ghost Bear; Clan Star Adder; Clan Widowmaker; Star League in Exile,Clan Burrock; Clan Coyote; Clan Ghost Bear; Clan Star Adder,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,
39,Annihilator ANH-2A,BattleMech,100,,,,Wolf's Dragoons,Federated Commonwealth; Kell Hounds; Lyran Alliance; Lyran Commonwealth; Mercenary; Wolf's Dragoons,Kell Hounds; Lyran Alliance; Mercenary; Wolf's Dragoons,Kell Hounds; Lyran Alliance; Mercenary; Wolf's Dragoons,Clan Wolf (in Exile); Kell Hounds; Lyran Commonwealth; Mercenary; Wolf's Dragoons,Clan Wolf (in Exile); Kell Hounds; Lyran Commonwealth; Wolf's Dragoons,Kell Hounds
40,Annihilator ANH-2AX,BattleMech,100,,,,,,,Unique,Extinct,Extinct,
41,Annihilator ANH-3A,BattleMech,100,,,,,,,Clan Wolf (in Exile); Kell Hounds; Wolf's Dragoons,Clan Hell's Horses; Clan Wolf (in Exile); Kell Hounds; Lyran Commonwealth; Mercenary; Republic of the Sphere; Wolf's Dragoons,Clan Hell's Horses; Clan Wolf (in Exile); Kell Hounds; Lyran Commonwealth; Republic of the Sphere; Wolf's Dragoons,Clan Hell's Horses; Kell Hounds; Lyran Commonwealth
42,Annihilator ANH-4A,BattleMech,100,,,,,,,Clan Hell's Horses; Clan Wolf (in Exile); Kell Hounds; Wolf's Dragoons,Clan Diamond Shark; Clan Hell's Horses; Clan Wolf (in Exile); Kell Hounds; Lyran Commonwealth; Mercenary; Republic of the Sphere; Wolf's Dragoons,Clan Hell's Horses; Clan Sea Fox; Clan Wolf (in Exile); Kell Hounds; Lyran Commonwealth; Republic of the Sphere; Wolf's Dragoons,Clan Hell's Horses; Clan Sea Fox; Kell Hounds; Lyran Commonwealth
8386,Annihilator ANH-5W,BattleMech,100,,,,,,,,,Clan Jade Falcon; Clan Wolf (in Exile); Kell Hounds; Wolf's Dragoons,Clan Jade Falcon; Kell Hounds; Star League (Clan Wolf); Wolf's Dragoons
43,Annihilator C,BattleMech,100,,Clan Coyote; Clan Ghost Bear; Clan Star Adder,Clan Coyote; Clan Ghost Bear; Clan Star Adder,HW Clan General,HW Clan General; IS Clan General,HW Clan General; IS Clan General,HW Clan General; IS Clan General; Society,Clan Hell's Horses; Clan Wolf (in Exile); Kell Hounds; Lyran Commonwealth; Mercenary; Raven Alliance; Republic of the Sphere; Wolf's Dragoons,Clan Hell's Horses; Clan Wolf (in Exile); Kell Hounds; Raven Alliance,Clan Hell's Horses; Kell Hounds; Raven Alliance; Star League (Clan Wolf)
44,"Annihilator C ""Gausszilla""",BattleMech,100,,Clan Coyote; Clan Ghost Bear; Clan Star Adder,Clan Coyote; Clan Ghost Bear; Clan Star Adder,Clan Star Adder,Extinct,Extinct,Extinct,Extinct,Extinct,
45,Annihilator C 2,BattleMech,100,,Clan Coyote; Clan Ghost Bear; Clan Star Adder,Clan Coyote; Clan Ghost Bear; Clan Star Adder,HW Clan General,HW Clan General; IS Clan General,HW Clan General; IS Clan General,HW Clan General; IS Clan General; Society,Clan Hell's Horses; Clan Wolf (in Exile); Kell Hounds; Rasalhague Dominion; Republic of the Sphere; Wolf's Dragoons,Clan Hell's Horses; Clan Wolf (in Exile); Rasalhague Dominion; Republic of the Sphere,Clan Hell's Horses; Rasalhague Dominion
3701,Antares Series AS-17 C3ISR Satellite  ,Advanced Support,45,,,,,,Federated Commonwealth; Federated Suns,Federated Suns,Federated Suns,Federated Suns,Federated Suns
5463,Anti-'Mech Jump Infantry  ,Infantry,4,Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Rim Worlds Republic - Home Guard; Rim Worlds Republic - Terran Corps,Capellan Confederation; Circinus Federation; Draconis Combine; Federated Suns; Free Worlds League; Lyran Commonwealth; Magistracy of Canopus; Mercenary; Outworlds Alliance; Star League in Exile,Capellan Confederation; Circinus Federation; Draconis Combine; Federated Suns; Free Worlds League; Lyran Commonwealth; Magistracy of Canopus; Mercenary; Outworlds Alliance; Wolf's Dragoons,Capellan Confederation; Circinus Federation; Draconis Combine; Federated Suns; Free Rasalhague Republic; Free Worlds League; Lyran Commonwealth; Magistracy of Canopus; Mercenary; Outworlds Alliance; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Wolf's Dragoons,Circinus Federation; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Wolf's Dragoons,Circinus Federation; Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Rasalhague Dominion; Raven Alliance; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Raven Alliance; Wolf's Dragoons,Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Raven Alliance; Wolf's Dragoons
46,Anti-Infantry Unit  ,Infantry,6,,,,,Federated Commonwealth; Federated Suns; Lyran Alliance,Federated Commonwealth; Federated Suns; Lyran Alliance,Federated Suns; Fronc Reaches; Lyran Alliance,Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Mercenary; Outworlds Alliance; Raven Alliance; Wolf's Dragoons,Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Raven Alliance; Wolf's Dragoons,Fronc Reaches; Inner Sphere General; Kell Hounds; Magistracy of Canopus; Raven Alliance; Wolf's Dragoons
6338,Antlion LK-3D,BattleMech,45,,,,,,,,,Federated Suns,Federated Suns
3702,Anubis ABS-3L,BattleMech,30,,,,,,Capellan Confederation; Magistracy of Canopus; Taurian Concordat,Capellan Confederation; Fronc Reaches; Magistracy of Canopus; Pirates; Taurian Concordat,Capellan Confederation; Free Worlds League (Duchy of Andurien); Fronc Reaches; Magistracy of Canopus; Taurian Concordat,Capellan Confederation; Free Worlds League (Duchy of Andurien); Fronc Reaches; Magistracy of Canopus; Taurian Concordat,Free Worlds League (Duchy of Andurien); Fronc Reaches; Magistracy of Canopus; Taurian Concordat
5562,Anubis ABS-3MC,BattleMech,30,,,,,,,,Capellan Confederation; Magistracy of Canopus; Unique,Extinct,
3703,Anubis ABS-3R,BattleMech,30,,,,,,Capellan Confederation; Magistracy of Canopus; Taurian Concordat,Capellan Confederation; Fronc Reaches; Magistracy of Canopus; Pirates; Taurian Concordat,Capellan Confederation; Free Worlds League (Duchy of Andurien); Fronc Reaches; Magistracy of Canopus; Taurian Concordat,Capellan Confederation; Filtvelt Coalition; Free Worlds League (Duchy of Andurien); Fronc Reaches; Magistracy of Canopus,Filtvelt Coalition; Free Worlds League (Duchy of Andurien); Fronc Reaches; Magistracy of Canopus
3704,Anubis ABS-3T,BattleMech,30,,,,,,Capellan Confederation; Magistracy of Canopus; Taurian Concordat,Capellan Confederation; Fronc Reaches; Magistracy of Canopus; Taurian Concordat,Capellan Confederation; Fronc Reaches; Magistracy of Canopus; Mercenary; Taurian Concordat,Capellan Confederation; Fronc Reaches; Magistracy of Canopus; Taurian Concordat,Capellan Confederation; Fronc Reaches; Magistracy of Canopus; Taurian Concordat
5656,Anubis ABS-4C,BattleMech,30,,,,,,,,Capellan Confederation; Fronc Reaches; Magistracy of Canopus,Capellan Confederation; Fronc Reaches; Magistracy of Canopus,Fronc Reaches; Magistracy of Canopus
6453,Anubis ABS-5Y,BattleMech,30,,,,,,,,,Capellan Confederation; Fronc Reaches; Magistracy of Canopus,Capellan Confederation; Fronc Reaches; Magistracy of Canopus
